SiteID,Site_Description_Cap,Site_Description_Lower,Region,Lat,Long,Site_Type
749,SCR @ BLOOMFIELD AVE,scr @ bloomfield ave,SCITY,53.33230783,-6.271553227,SCATS Site
750,DRUMCONDRA RD @ BOTANIC AVE,drumcondra rd @ botanic ave,NCITY,53.3674069,-6.2553931,SCATS Site
751,SCR @ WASHINGTON ST,scr @ washington st,SCITY,53.3314719,-6.2790499,SCATS Site
752,KILDARE RD @ BANGOR RD,kildare rd @ bangor rd,WCITY1,53.32493616,-6.302289368,SCATS Site
753,BLACK HALL ST @ QUEEN ST,black hall st @ queen st,WCITY1,53.348446,-6.279865,SCATS Site
754,CORK ST @ COOMBE HOSPITAL,cork st @ coombe hospital,SCITY,53.33536899,-6.289478391,SCATS Site
755,BALLYMUN RD @ GATEWAY CRESCENT NTH/STH,ballymun rd @ gateway crescent nth/sth,NCITY,53.3942251,-6.2640546,SCATS Site
756,BALLYFERMOT RD @ LE FANU RD,ballyfermot rd @ le fanu rd,WCITY1,53.342419,-6.356215,SCATS Site
757,NORTH BRUNSWICK ST @ SCHOOL,north brunswick st @ school,NULL,53.350682,-6.276794,Signal Site
758,LEESON ST FITZWILLIAM PL @ ADELAIDE RD,leeson st fitzwilliam pl @ adelaide rd,SCITY,53.3324442,-6.2531583,SCATS Site
759,CORK ST / ST LUKES AVE / BRABAZON ST,cork st / st lukes ave / brabazon st,NULL,53.33873452,-6.27796845,SCATS Site
760,BLACKHALL ST BRIDGE @ USHERS ISLAND (JOYCE BRIDGE SOUTH),blackhall st bridge @ ushers island (joyce bridge south),CCITY,53.34639164,-6.282639314,SCATS Site
761,BLACKHALL ST BRIDGE @ ELLIS QUAY (JOYCE BRIDGE NORTH),blackhall st bridge @ ellis quay (joyce bridge north),CCITY,53.346885,-6.282501,SCATS Site
762,BALLYFERMOT RD @ DE LA SALLE SCHOOL,ballyfermot rd @ de la salle school,NULL,53.342289,-6.343675,Signal Site
763,BALLYMUN RD @ HAMSTEAD AVE,ballymun rd @ hamstead ave,NULL,53.380966,-6.265633,Signal Site
764,LEESON ST @ CUS,leeson st @ cus,SCITY,53.3348904,-6.25591674,SCATS Site
765,MOUNT ST @ LOVE LANE,mount st @ love lane,DCC1,53.337936,-6.2415366,SCATS Site
766,EDENMORE VILLAGE @ SHOPS,edenmore village @ shops,NULL,53.388335,-6.182174,Signal Site
767,LONGMILE RD @ SCHOOL ITT & OOT,longmile rd @ school itt & oot,WCITY1,53.323834,-6.33406,SCATS Site
768,DAVITT RD @ LANSDOWNE VALLEY PAKE PED CROSSING (LUAS),davitt rd @ lansdowne valley pake ped crossing (luas),NULL,53.334158,-6.326539,Signal Site
769,DAVITT RD @ KILWORTH RD (LUAS),davitt rd @ kilworth rd (luas),WCITY1,53.33434393,-6.325080693,SCATS Site
770,DAVITT RD @ SPERRIN RD PED CROSSING (LUAS),davitt rd @ sperrin rd ped crossing (luas),WCITY1,53.33527529,-6.317468584,SCATS Site
771,JAMES ST @ STEVENS LANE (LUAS),james st @ stevens lane (luas),WCITY1,53.34324077,-6.290988583,SCATS Site
772,BENBURB ST @ TEMPLE STREET WEST (LUAS),benburb st @ temple street west (luas),CCITY,53.3480536,-6.2897224,SCATS Site
773,BENBURB ST @ QUEEN ST (LUAS),benburb st @ queen st (luas),CCITY,53.34718312,-6.28015948,SCATS Site
774,SMITHFIELD CROSSING (LUAS),smithfield crossing (luas),CCITY,53.3471557,-6.278310944,SCATS Site
775,BOW STREET CROSSING (LUAS),bow street crossing (luas),CCITY,53.347111,-6.276985,SCATS Site
776,CHURCH ST @ CHANCERY ST (LUAS),church st @ chancery st (luas),CCITY,53.34707,-6.274992,SCATS Site
777,CHANCERY ST @ CHANCERY PLACE (LUAS),chancery st @ chancery place (luas),CCITY,53.34680112,-6.27284357,SCATS Site
778,CHANCERY ST @ ARRAN STREET EAST (LUAS),chancery st @ arran street east (luas),CCITY,53.34689962,-6.27047036,SCATS Site
780,ADELAIDE ROAD @ HOSPITAL,adelaide road @ hospital,NULL,53.332423,-6.256284,Signal Site
781,MILLTOWN RD @ COLLEGE ENTRANCE  (RICHMOND ST SOUTH) (LUAS),milltown rd @ college entrance  (richmond st south) (luas),SCITY,53.31049515,-6.251933165,SCATS Site
782,O CONNELL ST @ PRINCES ST NORTH,o connell st @ princes st north,CCITY,53.34907,-6.26005,SCATS Site
783,BULFIN RD @ THE SHOPS,bulfin rd @ the shops,NULL,53.340414,-6.315466,Signal Site
785,N32 @ BEWLEYS,n32 @ bewleys,DCC1,53.4042,-6.183673,SCATS Site
786,TEMPLEOGUE RD @ LAKELAND PK,templeogue rd @ lakeland pk,NULL,53.305697,-6.290874,Signal Site
787,COOLOCK VILLAGE @ ULSTER BANK,coolock village @ ulster bank,NULL,53.387864,-6.200876,Signal Site
788,GALTYMORE @ THE SHOPS,galtymore @ the shops,NULL,53.334098,-6.319621,Signal Site
789,GILFORD RD PED,gilford rd ped,NULL,53.330668,-6.215795,Signal Site
790,SANDYMOUNT RD PED,sandymount rd ped,NULL,53.335698,-6.220275,Signal Site
791,HOWTH RD @ HOLLYBROOK PARK,howth rd @ hollybrook park,WCITY1,53.36685706,-6.218630618,SCATS Site
792,WELLMOUNT RD @ ST MICHAELS SCHOOL,wellmount rd @ st michaels school,NULL,53.386831,-6.301838,Signal Site
793,ESSEX QUAY @ EXCHANGE ST LOWER,essex quay @ exchange st lower,CCITY,53.3452253,-6.2689572,SCATS Site
794,KILBARRACK RD @ THE DART STATION,kilbarrack rd @ the dart station,DCC1,53.38994621,-6.15647851,SCATS Site
795,CHAPELIZOD ROAD @ KING'S HALL (PED),chapelizod road @ king's hall (ped),NULL,53.347657,-6.341119,Signal Site
796,EDEN QUAY,eden quay,CCITY,53.34793861,-6.257392184,SCATS Site
797,MALAHIDE RD / CLARE HALL SHOPPING CENTRE,malahide rd / clare hall shopping centre,NCITY,53.40095105,-6.182459776,SCATS Site
798,BALLYBOGGAN RD @ RATOATH RD,ballyboggan rd @ ratoath rd,NCITY,53.3768108,-6.309315111,SCATS Site
799,KYLEMORE RD @ NEW ACCESS ROAD TO JAMESTOWN RD #,kylemore rd @ new access road to jamestown rd #,NULL,53.33494514,-6.346468127,Signal Site
800,KILLEEN RD @ PARK WEST IND EST,killeen rd @ park west ind est,WCITY1,53.33302574,-6.355620325,SCATS Site
801,ST STEPHENS GREEN @ HUME ST,st stephens green @ hume st,CCITY,53.3379826,-6.255803283,SCATS Site
802,COLLINS AVE @ CLANAWLEY RD,collins ave @ clanawley rd,NULL,53.373101,-6.20985,Signal Site
803,PRIORSWOOD RD @ BUTTERCUP PARK,priorswood rd @ buttercup park,NULL,53.397814,-6.188098,Signal Site
805,SPRINGDALE RD @ ST JOSEPHS HOSPITAL,springdale rd @ st josephs hospital,NULL,53.382742,-6.179632,Signal Site
806,NUTLEY LANE @ ST VINCENTS HOSPITAL,nutley lane @ st vincents hospital,SCITY,53.31763,-6.215483,SCATS Site
807,"CITY QUAY, LOMBARD ST","city quay, lombard st",CCITY,53.34669897,-6.247829761,SCATS Site
808,CUSTOM HOUSE QUAY @ SEAN O'CASEY BRIDGE,custom house quay @ sean o'casey bridge,CCITY,53.34804971,-6.247895921,SCATS Site
809,VERNON AVE @ CRC,vernon ave @ crc,NULL,53.370071,-6.201194,Signal Site
810,CARDIFFSBRIDGE RD @ DEANSTOWN AVE,cardiffsbridge rd @ deanstown ave,NULL,53.383593,-6.311929,Signal Site
811,HOWTH RD @ ENNAFORT PARK,howth rd @ ennafort park,WCITY1,53.37747505,-6.187212576,SCATS Site
812,MERRION RD @ SYDNEY PARADE AVE,merrion rd @ sydney parade ave,SCITY,53.319423,-6.213612,SCATS Site
813,PARK WEST AVE @ PARK WEST,park west ave @ park west,NULL,53.331412,-6.373321,Signal Site
814,BUNRATTY RD @ CIVIC CENTRE,bunratty rd @ civic centre,NULL,53.393521,-6.207428,Signal Site
815,MCKELVEY RD /ST MARGARETS RD,mckelvey rd /st margarets rd,NULL,53.399463,-6.303263,Signal Site
816,DPT 1,dpt 1,NCITY,53.3533472,-6.2233522,SCATS Site
817,DPT 2,dpt 2,NCITY,53.3542989,-6.2244639,SCATS Site
818,DPT 3,dpt 3,NCITY,53.35466094,-6.221082658,SCATS Site
819,GRAND CANAL ST @ BARROW ST,grand canal st @ barrow st,NULL,53.338312,-6.236822,Signal Site
820,GLIN RD @ MACROOM RD,glin rd @ macroom rd,NULL,53.399339,-6.205722,Signal Site
821,JAMESTOWN RD @ SYCAMORE RD,jamestown rd @ sycamore rd,NCITY,53.3965717,-6.2938033,SCATS Site
822,N32 / CLONSHAUGH RD,n32 / clonshaugh rd,NCITY,53.4095579,-6.2142442,SCATS Site
826,BALLYFERMOT RD @ LIDL,ballyfermot rd @ lidl,WCITY1,53.343796,-6.372084,SCATS Site
828,BALLYMUN RD @ CIVIC OFFICES,ballymun rd @ civic offices,DCC1,53.3956933,-6.2640744,SCATS Site
830,SWORDS RD @ WHITEHALL CHURCH,swords rd @ whitehall church,NCITY,53.3840774,-6.2436444,SCATS Site
832,FAIRVIEW STRAND @RICHMOND RD,fairview strand @richmond rd,NCITY,53.36240082,-6.242117291,SCATS Site
833,PEARSE ST @ BOLANDS BRIDGE PED,pearse st @ bolands bridge ped,DCC1,53.34247966,-6.23919209,SCATS Site
834,M1/COOLOCK INTERCHANGE RAMP,m1/coolock interchange ramp,NCITY,53.39810787,-6.23868547,SCATS Site
835,SWORDS RD NTHBND @ TUNNEL PORTAL,swords rd nthbnd @ tunnel portal,NCITY,53.396273,-6.23979,SCATS Site
836,WATERLOO RD @ BURLINGTON RD,waterloo rd @ burlington rd,NULL,53.33118,-6.244276,Signal Site
838,ST JOHNS RD @ HEUSTON S.Q.,st johns rd @ heuston s.q.,WCITY1,53.345455,-6.299534,SCATS Site
839,CLONTARF RD @ DOLLYMOUNT PARK,clontarf rd @ dollymount park,NCITY,53.36289792,-6.17840837,SCATS Site
840,CAPEL ST @ MARY ST,capel st @ mary st,NULL,53.348519,-6.268828,Signal Site
841,BLUNDEN DRIVE @ DARNDALE ROUNDABOUT,blunden drive @ darndale roundabout,NULL,53.397227,-6.185557,Signal Site
842,NCR @ MATER HOSPITAL,ncr @ mater hospital,NULL,53.360463,-6.2674779,Signal Site
843,CONYNGHAM RD @ PHOENIX PARK,conyngham rd @ phoenix park,NULL,53.348227,-6.301325,Signal Site
844,HERBERT PARK @ THE PARK,herbert park @ the park,NULL,53.328973,-6.233176,Signal Site
844,HERBERT PARK @ THE PARK,herbert park @ the park,SCITY,53.328973,-6.233176,SCATS Site
845,HIGHFIELD RD @ THE CHURCH,highfield rd @ the church,NULL,53.312383,-6.272338,Signal Site
846,ANGLESEA RD PED,anglesea rd ped,NULL,53.321519,-6.23054,Signal Site
848,ROCK RD @ ELM PARK,rock rd @ elm park,DCC1,53.3138185,-6.2028282,SCATS Site
849,RANELAGH RD @ LUAS STATION,ranelagh rd @ luas station,NULL,53.326105,-6.255747,Signal Site
850,EAST RD @ CHURCH RD,east rd @ church rd,NCITY,53.35206774,-6.232771734,SCATS Site
851,DARNDALE @ COMMUNITY CENTRE,darndale @ community centre,NCITY,53.40093736,-6.194885252,SCATS Site
852,BERKLEY ST @ NELSON ST,berkley st @ nelson st,NULL,53.3567389,-6.267994,Signal Site
853,COLLINS AVE EAST @ CLANCARTHY RD,collins ave east @ clancarthy rd,NULL,53.375017,-6.217651,Signal Site
854,MERRION ROAD @ MERLYN DRIVE,merrion road @ merlyn drive,NULL,53.322266,-6.218324,Signal Site
855,SEVILLE PLACE @ FERRYMANS CROSSING,seville place @ ferrymans crossing,CCITY,53.35125905,-6.242030216,SCATS Site
856,GUILD ST @ SHERIFF ST,guild st @ sheriff st,CCITY,53.35053347,-6.240965391,SCATS Site
857,COOLOCK LANE PEDESTRIAN CROSSING,coolock lane pedestrian crossing,WCITY1,53.39719483,-6.233126521,SCATS Site
858,OSCAR TRAYNOR RD @ LARCH HILL ESTATE,oscar traynor rd @ larch hill estate,WCITY1,53.3977605,-6.2269591,SCATS Site
859,HOLE IN THE WALL ROAD @ CLONGRIFFEN ROAD,hole in the wall road @ clongriffen road,NCITY,53.402661,-6.162534,SCATS Site
860,MAYOR STREET @ COMMONS STREET,mayor street @ commons street,DCC1,53.34939735,-6.245839442,SCATS Site
861,MAYOR STREET @ GUILD STREET,mayor street @ guild street,CCITY,53.3490603,-6.240951298,SCATS Site
862,MAYOR STREET @ NATIONAL CONFERENCE CENTRE,mayor street @ national conference centre,DCC1,53.34889765,-6.238774959,SCATS Site
863,MAYOR STREET @ SPENCER DOCK WEST,mayor street @ spencer dock west,DCC1,53.34883901,-6.237783794,SCATS Site
864,MAYOR STREET @ SPENCER DOCK EAST,mayor street @ spencer dock east,DCC1,53.34878187,-6.236484842,SCATS Site
865,MAYOR STREET @ NEW WAPPING ST,mayor street @ new wapping st,DCC1,53.34870419,-6.235304389,SCATS Site
866,MAYOR STREET @ CASTLEFORBES RD,mayor street @ castleforbes rd,DCC1,53.34848893,-6.232032712,SCATS Site
867,MAYOR STREET @ THE POINT,mayor street @ the point,DCC1,53.34821967,-6.229872971,SCATS Site
868,SIR JOHN ROGERSONS QUAY @ MACKEN ST BRIDGE,sir john rogersons quay @ macken st bridge,CCITY,53.3461935,-6.2408362,SCATS Site
870,MACKEN ST @ HANOVER ST,macken st @ hanover st,CCITY,53.344494,-6.240785,SCATS Site
872,HOLE IN THE WALL ROAD @ FATHER COLLINS PARK,hole in the wall road @ father collins park,NCITY,53.4058837,-6.1630263,SCATS Site
873,NORTH WALL QUAY @ SPENCER DOCK,north wall quay @ spencer dock,CCITY,53.34740649,-6.238067497,SCATS Site
874,CLONSHAUGH RD PEDESTRIAN CROSSING,clonshaugh rd pedestrian crossing,NCITY,53.40741754,-6.215429635,SCATS Site
875,MALAHIDE ROAD @ BELMAYNE,malahide road @ belmayne,NCITY,53.40653831,-6.177218556,SCATS Site
876,MAIN ST CHAPELIZOD,main st chapelizod,WCITY1,53.34910591,-6.34386685,SCATS Site
877,KYLEMORE RD @ CANAL BRIDGE,kylemore rd @ canal bridge,WCITY1,53.33205627,-6.346399636,SCATS Site
878,BALBUTCHER LANE SOUTH/CARRIG RD,balbutcher lane south/carrig rd,NCITY,53.39955845,-6.27600378,SCATS Site
879,NORTH KING ST@RED COW LANE PED,north king st@red cow lane ped,NULL,53.349755,-6.277562,Signal Site
880,RAHENY RD @ BELMONT PARK,raheny rd @ belmont park,NULL,53.3852,-6.175073,Signal Site
882,BAGGOT ST @ HERBERT PLACE,baggot st @ herbert place,SCITY,53.3344147,-6.245635833,SCATS Site
883,CHARLEMONT ST @ CHARLEMONT MALL,charlemont st @ charlemont mall,SCITY,53.330591,-6.260314,SCATS Site
884,NCR @ MARLBOROUGH RD,ncr @ marlborough rd,NULL,53.355094,-6.293402,Signal Site
885,ECCLES ST @ THE HOSPITAL,eccles st @ the hospital,NULL,53.358562,-6.26723,Signal Site
886,HARMONSTOWN RD / SPRINGDALE RD,harmonstown rd / springdale rd,NCITY,53.383868,-6.183591,SCATS Site
888,CLARE HALL AVE EAST OF MALAHIDE ROAD,clare hall ave east of malahide road,NCITY,53.4022901,-6.1764758,SCATS Site
889,CLARE HALL BELMAYNE WEST OF ROUNDABOUT,clare hall belmayne west of roundabout,NCITY,53.4016729,-6.1712525,SCATS Site
890,GRANGE ROAD @ HOLE IN THE WALL RDB EAST & SOUTH,grange road @ hole in the wall rdb east & south,NCITY,53.3981722,-6.161157,SCATS Site
891,CEDAR BROOK AVE / BARNEVILLE WALK,cedar brook ave / barneville walk,SCITY,53.3356713,-6.3802203,SCATS Site
892,CLANBRASIL ST @ LOMBARD ST WEST,clanbrasil st @ lombard st west,SCITY,53.33391929,-6.2749169,SCATS Site
893,SIR JOHN ROGERSONS QUAY @ FORBES ST,sir john rogersons quay @ forbes st,CCITY,53.34595293,-6.237992362,SCATS Site
894,JAMES'S WALK @ REUBEN ST,james's walk @ reuben st,NULL,53.338241,-6.293221,Signal Site
895,KEVIN ST UPPER PEDESTRIAN,kevin st upper pedestrian,SCITY,53.33867237,-6.271995891,SCATS Site
896,CASTLE AVE @ VERNON AVE,castle ave @ vernon ave,NULL,53.370145,-6.2030014,Signal Site
897,NORTH WALL QUAY @ NEW WAPPING ST,north wall quay @ new wapping st,CCITY,53.34726984,-6.23554635,SCATS Site
898,NORTH WALL QUAY @ THE POINT DEPOT,north wall quay @ the point depot,DCC1,53.34687582,-6.230093819,SCATS Site
899,SANTRY AVE / NORTHWOOD,santry ave / northwood,NCITY,53.4002683,-6.2578403,SCATS Site
900,SANTRY AVE @ ALDI,santry ave @ aldi,NCITY,53.398908,-6.250929,SCATS Site
901,SANTRY AVE @ HEITON BUCKLEY,santry ave @ heiton buckley,NCITY,53.39777504,-6.24676364,SCATS Site
902,NCR @ NEW HOSPITAL ENTRANCE,ncr @ new hospital entrance,NCITY,53.3602205,-6.265651,SCATS Site
904,EAST WALL RD @ CHURCH RD,east wall rd @ church rd,NCITY,53.35688453,-6.2318516,SCATS Site
905,RATOATH RD @ TOLKA VALLEY CYCLE PARK,ratoath rd @ tolka valley cycle park,NULL,53.379054,-6.314165,Signal Site
906,DRUMCONDRA RD @ ST PATRICKS COLLEGE / SKYLON HOTEL,drumcondra rd @ st patricks college / skylon hotel,NCITY,53.37220112,-6.252867882,SCATS Site
908,BURGH QUAY / MARLBOROUGH ST,burgh quay / marlborough st,CCITY,53.34734186,-6.257279905,SCATS Site
909,THOMAS ST WEST @ CRANE STREET ,thomas st west @ crane street ,NULL,53.34335666,-6.282957929,SCATS Site
910,EMMET RD @ VINCENT ST WEST,emmet rd @ vincent st west,WCITY1,53.3397065,-6.3181054,SCATS Site
911,KILDARE ST @ MOLESWORTH ST,kildare st @ molesworth st,CCITY,53.34080624,-6.255313964,SCATS Site
912,RATOATH RD @ DRUMCLIFFE RD,ratoath rd @ drumcliffe rd,NULL,53.364189,-6.299197,Signal Site
913,RATOATH RD @ ST CATHERINES,ratoath rd @ st catherines,NCITY,53.370437,-6.306274878,SCATS Site
914,OSCAR TRAYNOR @ BARRYSCOURT ROAD,oscar traynor @ barryscourt road,NCITY,53.3944578,-6.2132561,SCATS Site
915,BEAUMONT ROAD @ BEAUMONT GROVE,beaumont road @ beaumont grove,NCITY,53.3843106,-6.2361099,SCATS Site
916,FASSAUGH ROAD @ CONNAUGHT ST,fassaugh road @ connaught st,NCITY,53.3636101,-6.281448571,SCATS Site
917,SWORDS ROAD / MAGENTA CRESCENT,swords road / magenta crescent,NCITY,53.39506041,-6.245358339,SCATS Site
918,GRIFFITH AVE@ EDUCATE TOGETHER SCHOOL,griffith ave@ educate together school,NCITY,53.3791466,-6.2697465,SCATS Site
919,DAWSON ST / MOLEWORTH ST PED,dawson st / moleworth st ped,CCITY,53.34099019,-6.258308675,SCATS Site
920,DAWSON ST / DUKE ST PED,dawson st / duke st ped,CCITY,53.34177899,-6.258081961,SCATS Site
921,WESTMORELAND ST / FLEET ST,westmoreland st / fleet st,CCITY,53.345857,-6.259118,SCATS Site
922,O'CONNELL ST / SAVOY PED,o'connell st / savoy ped,CCITY,53.35122248,-6.260881599,SCATS Site
923,MARLBOROUGH ST / PARNELL ST,marlborough st / parnell st,CCITY,53.35336987,-6.259660073,SCATS Site
924,MARLBOROUGH ST / TALBOT ST,marlborough st / talbot st,CCITY,53.3501151,-6.2584238,SCATS Site
925,PARNELL ST / DOMINIC ST,parnell st / dominic st,CCITY,53.35087364,-6.264865487,SCATS Site
926,"NORTH CIRCULAR ROAD, PED","north circular road, ped",NCITY,53.35975712,-6.27852258,SCATS Site
927,CABRA RD PED,cabra rd ped,NCITY,53.36090012,-6.279289924,SCATS Site
928,CONSTITUTION HILL @ PREBAND STREET,constitution hill @ preband street,NCITY,53.35348228,-6.272998577,SCATS Site
929,PREBEND ST/ BUS EIREANN BUS GARAGE,prebend st/ bus eireann bus garage,NCITY,53.35365554,-6.274313851,SCATS Site
930,CHAPELIZOD BYPASS @ KYLEMORE RD,chapelizod bypass @ kylemore rd,WCITY1,53.35022459,-6.355119205,SCATS Site
931,COLLINS AVENUE EAST @ KILLESTER COLLEGE,collins avenue east @ killester college,WCITY1,53.371392,-6.20727,SCATS Site
932,BOLTON STREET@HENRIETTA STREET,bolton street@henrietta street,NCITY,53.35237199,-6.268940064,SCATS Site
933,SOUTH CIRCULAR ROAD @ DUFFERIN (MOSQUE),south circular road @ dufferin (mosque),SCITY,53.3311197,-6.2814447,SCATS Site
934,HOWTH ROAD @ ALL SAINTS ROAD,howth road @ all saints road,DCC1,53.376608,-6.190334,SCATS Site
935,SHERIFF STREET UPPER @ NEW ROAD,sheriff street upper @ new road,CCITY,53.349874,-6.229636,SCATS Site
936,BACHELORS WALK BUS GATE,bachelors walk bus gate,CCITY,53.347106,-6.261071,SCATS Site
937,CLONTARF ROAD @ ST. ANNES PARK @ THE POND,clontarf road @ st. annes park @ the pond,NCITY,53.37132,-6.16682,SCATS Site
938,BALBUTCHER LANE @ SHANGAN ROAD,balbutcher lane @ shangan road,IRE,53.39740718,-6.266421565,SCATS Site
939,GRANGE ROAD @ HOLE IN THE WALL RDB WEST,grange road @ hole in the wall rdb west,NCITY,53.39909506,-6.16222271,SCATS Site
940,MOREHAMPTON ROAD @ DONNYBROOK FAIR,morehampton road @ donnybrook fair,SCITY,53.3242753,-6.2399135,SCATS Site
941,HANOVER STREET EAST @ CREIGHTON STREET,hanover street east @ creighton street,CCITY,53.34529929,-6.246349529,SCATS Site
943,STILLORGAN ROAD / RTE,stillorgan road / rte,SCITY,53.314991,-6.22605,SCATS Site
944,STILLORGAN ROAD / RTE PED,stillorgan road / rte ped,SCITY,53.31598865,-6.227857213,SCATS Site
945,CRUMLIN VILLAGE @ WINDMILL ROAD,crumlin village @ windmill road,WCITY1,53.3204572,-6.31609585,SCATS Site
946,CLONTARF ROAD @ DOLLYMOUNT AVE,clontarf road @ dollymount ave,NCITY,53.3645453,-6.1765215,SCATS Site
947,BALBUTCHER LANE @ POPPINTREE,balbutcher lane @ poppintree,NCITY,53.403,-6.27386,SCATS Site
948,RATOATH ROAD @ FASSAUGH AVENUE,ratoath road @ fassaugh avenue,NCITY,53.3671289,-6.3021912,SCATS Site
949,RIVER RD @ ASHTOWN,river rd @ ashtown,DCC1,53.3774724,-6.332771,SCATS Site
950,SYBIL HILL @ ST ANNES PARK,sybil hill @ st annes park,NCITY,53.37215173,-6.19418771,SCATS Site
951,KYLEMORE ROAD @ KYLEMORE COLLEGE,kylemore road @ kylemore college,WCITY1,53.3450729,-6.350855,SCATS Site
952,TONLEGEE ROAD ST MONICAS,tonlegee road st monicas,NCITY,53.3909995,-6.1748542,SCATS Site
953,BALBUTCHER LANE @ HAMPTON WOOD,balbutcher lane @ hampton wood,NCITY,53.40352,-6.28213,SCATS Site
954,KIMMAGE ROAD / RAVENSDALE PARK,kimmage road / ravensdale park,SCITY,53.313895,-6.297176,SCATS Site
955,BELYMAYNE @ BELLYMAYNE EDUCATED TOGETHER SCHOOL,belymayne @ bellymayne educated together school,NCITY,53.40287,-6.17049,Signal Site
956,GRANGEGORMAN @ MARNE VILLA PED REST IN RED,grangegorman @ marne villa ped rest in red,CCITY,53.355832,-6.278219,SCATS Site
957,"BROOMBRIDGE SHUTTLE, ROYAL CANAL CYCLE WAY","broombridge shuttle, royal canal cycle way",NCITY,53.3731085,-6.2998074,SCATS Site
958,GRANGEGORMAN @ ST BRENDANS WAY,grangegorman @ st brendans way,NCITY,53.354989,-6.278435,SCATS Site
959,SANDYMOUNT GREEN @ CLAREMOUNT ROAD,sandymount green @ claremount road,SCITY,53.332108,-6.215835,SCATS Site
960,SANDYMOUNT GREEN @ EAST SIDE SHOPS,sandymount green @ east side shops,SCITY,53.339982,-6.236487,SCATS Site
961,PORT TUNNEL - METERING RAMP,port tunnel - metering ramp,DCC1,53.4071622,-6.2284142,SCATS Site
962,DOLPHINS BARN STREET RUEBEN STREET,dolphins barn street rueben street,SCITY,53.334028,-6.290622,SCATS Site
963,BARROW ST @ GOOGLE (SHUTTLE),barrow st @ google (shuttle),SCITY,53.33929,-6.23658,SCATS Site
964,NORTH CIRCULAR ROAD @ TUD,north circular road @ tud,WCITY1,53.3575192,-6.286843,SCATS Site
965,HOLE IN THE WALL / MARSFIELD BELMAYNE ,hole in the wall / marsfield belmayne ,DCC1,53.40815,-6.16195,SCATS Site
968,BRIDE ST @ BRIDE RD,bride st @ bride rd,SCITY,53.341474,-6.270088,SCATS Site
974,BLACKHORSE AVE @ NEPHIN RD,blackhorse ave @ nephin rd,WCITY1,53.362728,-6.311709,SCATS Site
1002,HEUSTON STATION ACCESS (LUAS),heuston station access (luas),CCITY,53.347053,-6.291793,SCATS Site
